,season,week,team,players_out_total,players_questionable_total,players_doubtful_total,players_full_total,players_none_total,players_limit_total
1272,2020.0,7.0,SF,4,2,0,1,4,2
1273,2020.0,7.0,TB,0,1,0,6,1,5
1274,2020.0,7.0,TEN,0,0,0,7,0,0
1275,2020.0,7.0,WAS,5,1,0,4,5,0
1276,2020.0,8.0,ATL,1,0,0,1,1,3
1277,2020.0,8.0,BAL,0,2,1,2,6,2
1278,2020.0,8.0,BUF,2,7,0,6,4,3
1279,2020.0,8.0,CAR,0,4,1,3,3,0
1280,2020.0,8.0,CHI,1,4,0,7,2,2
1281,2020.0,8.0,CIN,4,1,1,8,5,1
1282,2020.0,8.0,CLE,3,0,0,5,3,4
1283,2020.0,8.0,DAL,1,0,0,2,1,1
1284,2020.0,8.0,DEN,2,4,0,3,5,3
1285,2020.0,8.0,DET,0,4,0,1,2,2
1286,2020.0,8.0,GB,2,7,0,2,2,15
1287,2020.0,8.0,IND,0,2,0,6,4,1
1288,2020.0,8.0,KC,2,0,0,9,2,0
1289,2020.0,8.0,LAC,2,3,0,8,4,2
1290,2020.0,8.0,LAR,0,1,0,4,0,2
1291,2020.0,8.0,LV,0,1,1,4,2,5
1292,2020.0,8.0,MIA,1,1,0,11,2,1
1293,2020.0,8.0,MIN,3,1,0,5,3,0
1294,2020.0,8.0,NE,3,11,0,0,4,10
1295,2020.0,8.0,NO,3,0,0,0,1,3
1296,2020.0,8.0,NYG,2,1,0,6,1,3
1297,2020.0,8.0,NYJ,4,4,2,5,5,4
1298,2020.0,8.0,PHI,5,0,0,4,7,0
1299,2020.0,8.0,PIT,3,2,0,8,3,2
1300,2020.0,8.0,SEA,1,6,3,6,5,7
1301,2020.0,8.0,SF,3,1,3,1,6,2
1302,2020.0,8.0,TB,1,0,0,3,3,0
1303,2020.0,8.0,TEN,3,2,0,5,4,0
1304,2020.0,9.0,ARI,2,2,0,4,2,2
1305,2020.0,9.0,ATL,3,1,0,3,8,0
1306,2020.0,9.0,BAL,1,2,2,0,6,1
1307,2020.0,9.0,BUF,5,4,0,9,5,3
1308,2020.0,9.0,CAR,0,3,1,5,1,2
1309,2020.0,9.0,CHI,4,1,0,6,5,4
1310,2020.0,9.0,DAL,1,3,0,1,1,2
1311,2020.0,9.0,DEN,1,5,1,3,3,4
1312,2020.0,9.0,DET,3,4,0,5,4,2
1313,2020.0,9.0,GB,3,4,0,2,4,14
1314,2020.0,9.0,HOU,2,0,0,4,1,0
1315,2020.0,9.0,IND,1,2,1,11,2,1
1316,2020.0,9.0,JAX,3,1,0,4,5,7
1317,2020.0,9.0,KC,1,2,0,6,1,2
1318,2020.0,9.0,LAC,0,6,2,7,4,2
1319,2020.0,9.0,LV,2,4,0,4,6,4
1320,2020.0,9.0,MIA,1,1,0,9,2,1
1321,2020.0,9.0,MIN,3,1,0,3,3,1
1322,2020.0,9.0,NE,2,17,0,0,4,15
1323,2020.0,9.0,NO,0,1,0,5,2,1
1324,2020.0,9.0,NYG,2,0,0,1,1,5
1325,2020.0,9.0,NYJ,2,5,4,4,6,5
1326,2020.0,9.0,PIT,1,1,2,5,2,2
1327,2020.0,9.0,SEA,6,0,0,9,7,4
1328,2020.0,9.0,SF,7,2,0,0,6,3
1329,2020.0,9.0,TB,1,1,0,5,3,0
1330,2020.0,9.0,TEN,2,2,0,5,4,1
1331,2020.0,9.0,WAS,0,0,2,4,2,0
1332,2020.0,10.0,ARI,3,5,0,5,3,5
1333,2020.0,10.0,BAL,1,3,1,2,4,1
1334,2020.0,10.0,BUF,2,2,0,9,4,2
1335,2020.0,10.0,CAR,4,5,0,6,7,1
1336,2020.0,10.0,CHI,4,4,1,7,6,4
1337,2020.0,10.0,CIN,5,1,1,3,6,1
1338,2020.0,10.0,CLE,0,1,0,2,2,5
1339,2020.0,10.0,DEN,1,5,0,7,2,2
1340,2020.0,10.0,DET,1,6,0,9,2,5
1341,2020.0,10.0,GB,1,7,1,5,3,7
1342,2020.0,10.0,HOU,3,2,0,0,3,1
1343,2020.0,10.0,IND,1,1,0,2,2,0
1344,2020.0,10.0,JAX,5,2,0,9,6,1
1345,2020.0,10.0,LAC,2,3,0,4,1,1
1346,2020.0,10.0,LAR,0,3,0,5,3,1
1347,2020.0,10.0,LV,1,1,1,8,4,3
1348,2020.0,10.0,MIA,0,3,0,7,1,1
1349,2020.0,10.0,MIN,1,1,0,3,1,1
1350,2020.0,10.0,NE,0,17,0,0,0,20
1351,2020.0,10.0,NO,0,1,0,2,1,2
1352,2020.0,10.0,NYG,1,2,0,3,1,3
1353,2020.0,10.0,PHI,1,0,0,7,2,1
1354,2020.0,10.0,PIT,0,4,0,8,2,2
1355,2020.0,10.0,SEA,4,7,0,9,9,4
1356,2020.0,10.0,SF,4,2,0,1,4,1
1357,2020.0,10.0,TB,0,3,0,7,3,3
1358,2020.0,10.0,TEN,4,0,0,5,5,0
1359,2020.0,10.0,WAS,4,2,0,3,3,2
1360,2020.0,11.0,ARI,3,4,0,7,5,2
1361,2020.0,11.0,ATL,0,0,0,3,3,3
1362,2020.0,11.0,BAL,0,2,2,1,7,2
1363,2020.0,11.0,CAR,1,7,3,2,4,6
1364,2020.0,11.0,CIN,1,5,0,11,1,5
1365,2020.0,11.0,CLE,0,2,0,6,1,4
1366,2020.0,11.0,DAL,1,2,0,4,2,1
1367,2020.0,11.0,DEN,1,6,0,7,2,4
1368,2020.0,11.0,DET,3,6,0,5,3,7
1369,2020.0,11.0,GB,1,7,1,10,2,5
1370,2020.0,11.0,HOU,1,7,0,1,2,6
1371,2020.0,11.0,IND,0,5,0,8,9,0
1372,2020.0,11.0,JAX,2,3,0,8,4,2
1373,2020.0,11.0,KC,2,2,0,11,2,1
1374,2020.0,11.0,LAC,0,2,0,5,1,0
1375,2020.0,11.0,LAR,0,0,1,1,3,0
1376,2020.0,11.0,LV,0,2,0,6,1,3
1377,2020.0,11.0,MIA,0,2,0,7,0,2
1378,2020.0,11.0,MIN,1,2,0,4,2,1
1379,2020.0,11.0,NE,1,15,0,0,0,15
1380,2020.0,11.0,NO,2,1,0,5,3,1
1381,2020.0,11.0,NYJ,0,2,2,7,2,2
1382,2020.0,11.0,PHI,1,0,0,5,4,1
1383,2020.0,11.0,PIT,3,0,0,9,3,0
1384,2020.0,11.0,SEA,5,3,1,11,8,2
1385,2020.0,11.0,TB,1,0,1,5,3,1
1386,2020.0,11.0,TEN,7,2,0,6,8,0
1387,2020.0,11.0,WAS,4,4,0,3,6,0
1388,2020.0,12.0,ARI,3,2,0,3,3,2
1389,2020.0,12.0,ATL,1,3,0,2,4,6
1390,2020.0,12.0,BAL,0,6,0,1,2,3
1391,2020.0,12.0,BUF,2,0,0,5,4,1
1392,2020.0,12.0,CAR,1,7,1,6,2,4
1393,2020.0,12.0,CHI,0,5,1,10,3,1
1394,2020.0,12.0,CIN,0,3,1,7,1,0
1395,2020.0,12.0,CLE,2,3,0,13,2,6
1396,2020.0,12.0,DAL,0,2,0,4,0,2
1397,2020.0,12.0,DEN,1,6,0,7,1,5
1398,2020.0,12.0,DET,6,3,0,5,5,7
1399,2020.0,12.0,GB,0,6,0,9,3,11
1400,2020.0,12.0,HOU,3,1,0,2,4,2
1401,2020.0,12.0,IND,1,7,0,8,3,4
1402,2020.0,12.0,JAX,4,2,0,6,5,5
1403,2020.0,12.0,KC,0,0,0,11,0,0
1404,2020.0,12.0,LAC,3,1,0,2,3,1
1405,2020.0,12.0,LAR,0,2,1,1,4,1
1406,2020.0,12.0,LV,0,2,0,7,0,6
1407,2020.0,12.0,MIA,2,2,0,6,2,2
1408,2020.0,12.0,MIN,2,0,1,4,3,0
1409,2020.0,12.0,NE,2,13,0,0,3,14
1410,2020.0,12.0,NO,2,1,0,3,3,2
1411,2020.0,12.0,NYG,0,1,0,2,0,2
1412,2020.0,12.0,NYJ,1,2,2,4,2,3
1413,2020.0,12.0,PHI,3,1,0,5,3,1
1414,2020.0,12.0,PIT,1,1,0,11,2,1
1415,2020.0,12.0,SEA,2,5,0,11,6,2
1416,2020.0,12.0,SF,4,4,0,3,6,2
1417,2020.0,12.0,TB,3,2,0,3,6,0
1418,2020.0,12.0,TEN,3,2,0,6,1,4
1419,2020.0,12.0,WAS,3,3,0,4,3,2
1420,2020.0,13.0,ARI,1,3,0,8,2,2
1421,2020.0,13.0,ATL,1,4,0,2,3,7
1422,2020.0,13.0,BAL,0,9,2,4,6,2
1423,2020.0,13.0,BUF,0,0,0,4,1,1
1424,2020.0,13.0,CHI,0,9,0,9,4,5
1425,2020.0,13.0,CIN,2,7,0,6,4,3
1426,2020.0,13.0,CLE,4,2,0,5,3,4
1427,2020.0,13.0,DAL,2,4,0,1,4,1
1428,2020.0,13.0,DEN,1,3,0,8,1,0
1429,2020.0,13.0,DET,3,5,0,4,5,3
1430,2020.0,13.0,GB,1,3,0,4,2,8
1431,2020.0,13.0,HOU,2,1,0,2,2,1
1432,2020.0,13.0,IND,4,2,0,11,8,1
1433,2020.0,13.0,JAX,5,3,0,6,5,3
1434,2020.0,13.0,KC,1,1,0,7,2,0
1435,2020.0,13.0,LAC,0,5,1,8,2,2
1436,2020.0,13.0,LAR,1,2,0,2,2,1
1437,2020.0,13.0,LV,3,3,0,11,5,3
1438,2020.0,13.0,MIA,0,3,2,6,0,5
1439,2020.0,13.0,MIN,3,0,0,3,4,1
1440,2020.0,13.0,NE,0,12,0,0,1,12
1441,2020.0,13.0,NO,4,2,0,3,5,1
1442,2020.0,13.0,NYG,0,1,1,0,0,6
1443,2020.0,13.0,NYJ,1,2,0,6,2,2
1444,2020.0,13.0,PHI,2,1,0,2,1,2
1445,2020.0,13.0,PIT,0,2,1,7,3,0
1446,2020.0,13.0,SEA,0,5,3,12,5,3
1447,2020.0,13.0,SF,1,1,0,4,1,1
1448,2020.0,13.0,TEN,3,2,0,8,5,0
1449,2020.0,13.0,WAS,0,3,0,5,0,0
1450,2020.0,14.0,ARI,2,6,0,4,3,5
1451,2020.0,14.0,ATL,3,1,0,5,5,4
1452,2020.0,14.0,BAL,0,5,1,1,8,2
1453,2020.0,14.0,BUF,1,0,0,4,2,1
1454,2020.0,14.0,CAR,1,7,1,11,4,0
1455,2020.0,14.0,CHI,2,2,0,7,3,2
1456,2020.0,14.0,CIN,0,3,0,8,1,2
1457,2020.0,14.0,CLE,2,1,0,1,3,2
1458,2020.0,14.0,DAL,1,3,0,0,2,3
1459,2020.0,14.0,DEN,0,3,1,6,2,1
1460,2020.0,14.0,DET,3,6,0,2,4,5
1461,2020.0,14.0,GB,2,3,0,7,2,6
1462,2020.0,14.0,HOU,1,7,0,3,3,5
1463,2020.0,14.0,IND,1,3,0,9,7,2
1464,2020.0,14.0,JAX,1,4,0,3,1,5
1465,2020.0,14.0,KC,1,1,0,11,1,1
1466,2020.0,14.0,LAC,0,2,1,7,0,3
1467,2020.0,14.0,LAR,0,1,0,4,0,1
1468,2020.0,14.0,LV,2,3,0,3,4,9
1469,2020.0,14.0,MIA,2,2,0,11,2,2
1470,2020.0,14.0,MIN,2,1,1,6,4,1
1471,2020.0,14.0,NE,0,14,0,0,0,14
1472,2020.0,14.0,NO,2,1,0,9,2,0
1473,2020.0,14.0,NYG,1,4,0,1,3,1
1474,2020.0,14.0,NYJ,5,3,0,8,6,1
1475,2020.0,14.0,PHI,4,1,0,1,5,3
1476,2020.0,14.0,PIT,2,0,0,7,2,0
1477,2020.0,14.0,SEA,1,4,1,16,6,2
1478,2020.0,14.0,SF,3,1,2,1,5,1
1479,2020.0,14.0,TB,0,1,1,6,2,1
1480,2020.0,14.0,TEN,2,1,0,6,2,1
1481,2020.0,14.0,WAS,1,4,0,1,1,4
1482,2020.0,15.0,ARI,5,3,0,6,5,2
1483,2020.0,15.0,ATL,4,2,0,2,7,5
1484,2020.0,15.0,BAL,2,9,0,4,5,3
1485,2020.0,15.0,BUF,1,1,0,3,1,2
1486,2020.0,15.0,CAR,0,5,2,7,2,6
1487,2020.0,15.0,CHI,1,5,0,3,3,4
1488,2020.0,15.0,CIN,2,1,0,5,2,1
1489,2020.0,15.0,CLE,2,5,0,5,4,4
1490,2020.0,15.0,DAL,1,3,0,3,3,1
1491,2020.0,15.0,DEN,0,4,0,8,2,4
1492,2020.0,15.0,DET,4,3,0,5,5,2
1493,2020.0,15.0,GB,2,1,0,3,1,12
1494,2020.0,15.0,HOU,0,5,0,4,3,3
1495,2020.0,15.0,IND,0,3,0,7,6,1
1496,2020.0,15.0,JAX,2,0,0,5,1,1
1497,2020.0,15.0,KC,2,1,1,9,3,0
1498,2020.0,15.0,LAC,2,4,2,7,4,5
1499,2020.0,15.0,LAR,0,3,0,3,6,0
1500,2020.0,15.0,LV,4,1,0,6,5,5
1501,2020.0,15.0,MIA,0,9,0,6,1,9
1502,2020.0,15.0,MIN,2,1,0,5,2,1
1503,2020.0,15.0,NE,0,14,0,0,0,14
1504,2020.0,15.0,NO,3,1,0,4,4,1
1505,2020.0,15.0,NYG,1,3,0,0,1,4
1506,2020.0,15.0,NYJ,0,1,0,7,1,1
1507,2020.0,15.0,PHI,3,3,0,7,2,2
1508,2020.0,15.0,PIT,1,1,0,3,1,1
1509,2020.0,15.0,SEA,3,4,0,14,6,1
1510,2020.0,15.0,SF,2,3,0,6,2,0
1511,2020.0,15.0,TB,0,0,0,5,4,0
1512,2020.0,15.0,TEN,0,4,0,6,1,3
1513,2020.0,15.0,WAS,3,0,1,2,3,2
1514,2020.0,16.0,ARI,1,10,0,2,4,8
1515,2020.0,16.0,ATL,4,3,0,5,5,4
1516,2020.0,16.0,BAL,1,10,0,8,5,1
1517,2020.0,16.0,BUF,1,2,0,7,1,2
1518,2020.0,16.0,CAR,0,4,3,4,4,3
1519,2020.0,16.0,CHI,2,8,1,5,4,8
1520,2020.0,16.0,CIN,4,0,0,3,4,1
1521,2020.0,16.0,CLE,1,1,0,9,1,3
1522,2020.0,16.0,DAL,4,2,0,5,5,1
1523,2020.0,16.0,DEN,1,4,0,4,1,3
1524,2020.0,16.0,DET,2,8,0,4,3,5
1525,2020.0,16.0,GB,2,0,2,9,3,8
1526,2020.0,16.0,HOU,1,1,0,5,1,1
1527,2020.0,16.0,IND,2,2,0,7,9,1
1528,2020.0,16.0,JAX,2,1,0,0,3,2
1529,2020.0,16.0,KC,2,2,0,6,2,1
1530,2020.0,16.0,LAC,2,2,0,6,2,2
1531,2020.0,16.0,LAR,1,0,0,2,4,0
1532,2020.0,16.0,LV,1,1,0,11,3,4
1533,2020.0,16.0,MIA,2,4,0,6,1,5
1534,2020.0,16.0,MIN,5,2,1,4,6,2
1535,2020.0,16.0,NE,1,20,0,0,1,20
1536,2020.0,16.0,NO,3,3,0,1,5,1
1537,2020.0,16.0,NYG,1,3,0,2,1,3
1538,2020.0,16.0,NYJ,0,1,1,8,2,1
1539,2020.0,16.0,PHI,4,3,0,5,5,1
1540,2020.0,16.0,PIT,1,4,0,8,4,1
1541,2020.0,16.0,SEA,1,2,1,10,4,5
1542,2020.0,16.0,SF,5,4,1,4,6,2
1543,2020.0,16.0,TB,0,0,1,2,3,0
1544,2020.0,16.0,TEN,1,0,0,12,2,0
1545,2020.0,16.0,WAS,1,3,1,2,2,4
1546,2020.0,17.0,ARI,0,5,0,8,4,2
1547,2020.0,17.0,ATL,3,1,0,2,5,7
1548,2020.0,17.0,BAL,0,10,0,4,7,3
1549,2020.0,17.0,BUF,2,0,0,2,2,1
1550,2020.0,17.0,CAR,0,3,5,8,4,1
1551,2020.0,17.0,CHI,2,5,0,9,2,6
1552,2020.0,17.0,CIN,3,0,0,6,3,0
1553,2020.0,17.0,CLE,1,4,0,3,2,7
1554,2020.0,17.0,DAL,2,2,0,3,2,2
1555,2020.0,17.0,DEN,1,5,0,3,3,3
1556,2020.0,17.0,DET,3,3,0,1,3,3
1557,2020.0,17.0,GB,2,1,0,7,2,5
1558,2020.0,17.0,HOU,1,2,1,1,2,2
1559,2020.0,17.0,IND,3,1,0,11,10,2
1560,2020.0,17.0,JAX,3,1,0,1,3,2
1561,2020.0,17.0,KC,5,2,0,3,6,2
1562,2020.0,17.0,LAC,5,2,0,5,7,1
1563,2020.0,17.0,LAR,2,2,0,3,4,1
1564,2020.0,17.0,LV,1,3,0,6,3,5
1565,2020.0,17.0,MIA,1,4,0,7,1,4
1566,2020.0,17.0,MIN,6,1,0,5,6,1
1567,2020.0,17.0,NE,3,16,0,0,7,14
1568,2020.0,17.0,NO,2,0,0,6,2,0
1569,2020.0,17.0,NYG,1,1,1,2,3,3
1570,2020.0,17.0,NYJ,0,3,0,9,3,2
1571,2020.0,17.0,PHI,9,1,0,1,11,1
1572,2020.0,17.0,PIT,3,0,0,5,7,0
1573,2020.0,17.0,SEA,2,5,0,11,4,4
1574,2020.0,17.0,SF,7,3,0,4,9,3
1575,2020.0,17.0,TB,1,2,1,5,4,1
1576,2020.0,17.0,TEN,1,2,0,8,3,1
1577,2020.0,17.0,WAS,1,4,0,3,3,2
1578,2020.0,18.0,BAL,0,7,0,3,4,4
1579,2020.0,18.0,BUF,0,2,0,3,0,3
1580,2020.0,18.0,CHI,1,4,0,9,3,4
1581,2020.0,18.0,CLE,0,7,0,3,2,6
1582,2020.0,18.0,IND,2,1,0,3,3,2
1583,2020.0,18.0,LAR,0,3,0,3,0,4
1584,2020.0,18.0,NO,2,0,0,4,2,0
1585,2020.0,18.0,PIT,0,0,0,6,0,1
1586,2020.0,18.0,SEA,0,2,0,9,2,5
1587,2020.0,18.0,TB,1,3,0,2,3,2
1588,2020.0,18.0,TEN,0,0,0,8,2,3
1589,2020.0,18.0,WAS,1,4,0,3,1,4
1590,2020.0,19.0,BAL,0,2,0,1,3,2
1591,2020.0,19.0,BUF,0,1,0,5,1,2
1592,2020.0,19.0,CLE,0,4,0,7,1,3
1593,2020.0,19.0,GB,0,0,1,1,2,5
1594,2020.0,19.0,KC,2,3,0,6,4,1
1595,2020.0,19.0,LAR,2,2,0,3,4,1
1596,2020.0,19.0,NO,1,3,0,3,2,2
1597,2020.0,19.0,TB,1,3,0,3,6,3
1598,2020.0,20.0,BUF,0,2,0,6,0,3
1599,2020.0,20.0,GB,1,1,0,1,2,9
1600,2020.0,20.0,KC,1,5,0,0,2,5
1601,2020.0,20.0,TB,1,1,0,5,4,2
1602,2020.0,21.0,KC,2,1,0,8,3,0
1603,2020.0,21.0,TB,0,2,0,7,3,0
1604,2021.0,1.0,ARI,2,0,0,1,2,0
1605,2021.0,1.0,ATL,0,0,0,1,1,0
1606,2021.0,1.0,BAL,1,2,0,1,5,3
1607,2021.0,1.0,BUF,1,1,0,3,2,1
1608,2021.0,1.0,CAR,1,0,0,0,1,0
1609,2021.0,1.0,CHI,0,8,1,12,1,1
1610,2021.0,1.0,CIN,1,0,0,2,1,0
1611,2021.0,1.0,CLE,2,6,0,6,1,5
1612,2021.0,1.0,DAL,0,0,0,9,0,0
1613,2021.0,1.0,DEN,0,1,0,4,0,1
1614,2021.0,1.0,DET,1,4,0,3,1,4
1615,2021.0,1.0,GB,1,2,0,2,2,1
1616,2021.0,1.0,HOU,2,2,0,2,4,0
1617,2021.0,1.0,IND,3,2,0,5,3,1
1618,2021.0,1.0,JAX,1,2,0,0,1,2
1619,2021.0,1.0,KC,1,3,0,5,1,2
1620,2021.0,1.0,LAC,1,1,0,2,1,1
1621,2021.0,1.0,LAR,0,0,1,3,1,1
1622,2021.0,1.0,LV,1,0,1,3,2,1
1623,2021.0,1.0,MIA,0,2,0,6,0,1
1624,2021.0,1.0,MIN,2,0,0,4,1,1
1625,2021.0,1.0,NE,1,4,0,0,1,4
1626,2021.0,1.0,NO,2,2,0,1,4,0
1627,2021.0,1.0,NYG,1,2,0,0,1,10
1628,2021.0,1.0,NYJ,1,2,0,2,2,0
1629,2021.0,1.0,PHI,2,1,0,1,0,3
1630,2021.0,1.0,PIT,0,1,0,3,0,1
1631,2021.0,1.0,SEA,0,0,0,13,2,1
1632,2021.0,1.0,SF,1,1,2,6,3,2
1633,2021.0,1.0,TB,1,0,0,6,1,0
1634,2021.0,1.0,TEN,1,4,0,1,2,3
1635,2021.0,1.0,WAS,0,0,0,0,1,0
1636,2021.0,2.0,ARI,1,1,0,1,4,1
1637,2021.0,2.0,ATL,1,0,0,0,1,0
1638,2021.0,2.0,BAL,1,6,0,0,6,5
1639,2021.0,2.0,BUF,0,3,0,4,4,3
1640,2021.0,2.0,CAR,0,0,0,5,0,2
1641,2021.0,2.0,CHI,1,6,1,6,2,1
1642,2021.0,2.0,CIN,2,2,0,4,3,1
1643,2021.0,2.0,CLE,2,5,0,4,2,7
1644,2021.0,2.0,DAL,1,2,0,2,2,2
1645,2021.0,2.0,DEN,0,2,1,3,1,2
1646,2021.0,2.0,DET,2,4,0,4,2,3
1647,2021.0,2.0,GB,1,2,1,2,2,4
1648,2021.0,2.0,HOU,1,2,0,4,3,1
1649,2021.0,2.0,IND,2,7,0,5,4,6
1650,2021.0,2.0,JAX,1,2,0,1,0,3
1651,2021.0,2.0,KC,0,0,0,7,0,0
1652,2021.0,2.0,LAC,1,1,1,4,3,1
1653,2021.0,2.0,LAR,0,0,0,6,1,0
1654,2021.0,2.0,LV,5,3,0,7,8,3
1655,2021.0,2.0,MIA,1,1,0,6,1,1
1656,2021.0,2.0,MIN,4,1,0,2,3,1
1657,2021.0,2.0,NE,2,4,0,3,2,4
1658,2021.0,2.0,NO,5,4,0,1,7,2
1659,2021.0,2.0,NYG,3,1,0,0,3,1
1660,2021.0,2.0,NYJ,0,4,1,0,2,3
1661,2021.0,2.0,PHI,1,1,0,12,0,3
1662,2021.0,2.0,PIT,1,3,0,4,1,3
1663,2021.0,2.0,SEA,0,3,2,7,4,2
1664,2021.0,2.0,SF,1,3,1,1,1,4
1665,2021.0,2.0,TB,0,1,0,2,5,1
1666,2021.0,2.0,TEN,1,4,0,7,3,1
1667,2021.0,2.0,WAS,0,0,0,1,1,0
1668,2021.0,3.0,ARI,2,5,0,1,7,5
1669,2021.0,3.0,ATL,3,0,0,0,3,0
1670,2021.0,3.0,BAL,2,8,0,5,6,2
1671,2021.0,3.0,BUF,0,2,0,7,5,0
1672,2021.0,3.0,CAR,1,0,0,7,2,0
1673,2021.0,3.0,CHI,1,7,1,5,3,2
1674,2021.0,3.0,CIN,0,0,3,3,1,3
1675,2021.0,3.0,CLE,2,2,0,7,2,5
1676,2021.0,3.0,DAL,3,0,1,2,4,0
1677,2021.0,3.0,DEN,0,2,0,5,1,2
1678,2021.0,3.0,DET,1,7,0,0,3,6
1679,2021.0,3.0,GB,0,1,1,9,2,0
1680,2021.0,3.0,HOU,3,2,0,0,7,0
1681,2021.0,3.0,IND,2,1,0,6,4,2
1682,2021.0,3.0,JAX,0,3,0,7,0,3
1683,2021.0,3.0,KC,0,2,1,6,2,1
1684,2021.0,3.0,LAC,1,1,1,4,3,0
1685,2021.0,3.0,LAR,0,2,0,3,4,0
1686,2021.0,3.0,LV,3,0,1,8,4,1
1687,2021.0,3.0,MIA,1,0,0,5,1,0
1688,2021.0,3.0,MIN,3,1,0,5,2,2
1689,2021.0,3.0,NE,0,3,0,3,1,2
1690,2021.0,3.0,NO,1,0,0,5,1,2
1691,2021.0,3.0,NYG,1,3,0,1,1,7
1692,2021.0,3.0,NYJ,1,1,1,3,2,1
1693,2021.0,3.0,PHI,2,2,0,5,2,3
1694,2021.0,3.0,PIT,3,1,0,6,3,1
1695,2021.0,3.0,SEA,3,1,0,6,5,1
1696,2021.0,3.0,SF,2,3,1,5,2,4
1697,2021.0,3.0,TB,2,0,0,2,4,0
1698,2021.0,3.0,TEN,3,2,0,7,4,1
1699,2021.0,3.0,WAS,0,1,0,1,1,0
1700,2021.0,4.0,ARI,1,3,0,2,5,2
1701,2021.0,4.0,ATL,2,0,0,4,2,0
1702,2021.0,4.0,BAL,2,9,0,3,8,4
1703,2021.0,4.0,BUF,2,2,0,2,10,0
1704,2021.0,4.0,CAR,1,1,1,4,2,3
1705,2021.0,4.0,CHI,1,4,1,4,2,4
1706,2021.0,4.0,CIN,2,0,2,4,4,0
1707,2021.0,4.0,CLE,2,3,0,2,1,5
1708,2021.0,4.0,DAL,4,1,0,1,4,1
1709,2021.0,4.0,DEN,1,6,0,3,2,5
1710,2021.0,4.0,DET,1,3,0,0,1,3
1711,2021.0,4.0,GB,1,3,2,1,3,5
1712,2021.0,4.0,HOU,4,2,0,3,4,2
1713,2021.0,4.0,IND,5,4,0,3,5,4
1714,2021.0,4.0,JAX,2,0,0,3,1,1
1715,2021.0,4.0,KC,1,2,0,8,1,2
1716,2021.0,4.0,LAC,1,2,0,5,1,2
1717,2021.0,4.0,LAR,0,2,0,7,1,0
1718,2021.0,4.0,LV,0,2,0,7,0,1
1719,2021.0,4.0,MIA,1,0,0,5,1,0
1720,2021.0,4.0,MIN,1,4,0,9,6,3
1721,2021.0,4.0,NE,1,8,0,0,1,9
1722,2021.0,4.0,NO,2,0,0,3,2,0
1723,2021.0,4.0,NYG,3,4,0,0,4,9
1724,2021.0,4.0,NYJ,3,3,0,3,3,0
1725,2021.0,4.0,PHI,1,0,0,6,1,0
1726,2021.0,4.0,PIT,3,1,0,5,4,0
1727,2021.0,4.0,SEA,2,3,1,11,4,2
1728,2021.0,4.0,SF,1,3,1,2,2,3
1729,2021.0,4.0,TB,2,2,1,4,4,1
1730,2021.0,4.0,TEN,6,0,0,5,6,3
1731,2021.0,4.0,WAS,1,2,0,3,1,1
1732,2021.0,5.0,ARI,2,6,0,2,8,6
1733,2021.0,5.0,ATL,3,0,2,0,5,0
1734,2021.0,5.0,BAL,1,3,0,0,7,3
1735,2021.0,5.0,BUF,0,3,0,7,5,5
1736,2021.0,5.0,CAR,2,1,1,4,2,1
1737,2021.0,5.0,CHI,4,4,1,6,4,3
1738,2021.0,5.0,CIN,1,5,1,5,4,3
1739,2021.0,5.0,CLE,2,10,0,2,4,9
1740,2021.0,5.0,DAL,2,5,0,1,2,5
1741,2021.0,5.0,DEN,1,5,0,7,2,5
1742,2021.0,5.0,DET,0,5,0,1,0,5
1743,2021.0,5.0,GB,2,2,0,6,4,3
1744,2021.0,5.0,HOU,2,3,0,3,6,1
1745,2021.0,5.0,IND,5,1,0,5,4,3
1746,2021.0,5.0,JAX,1,2,0,1,1,2
1747,2021.0,5.0,KC,0,2,0,6,1,1
1748,2021.0,5.0,LAC,0,1,1,5,1,0
1749,2021.0,5.0,LAR,0,0,0,4,1,0
1750,2021.0,5.0,LV,3,1,0,8,4,3
1751,2021.0,5.0,MIA,0,1,0,5,0,1
1752,2021.0,5.0,MIN,2,1,0,9,2,1
1753,2021.0,5.0,NE,3,9,0,0,4,8
1754,2021.0,5.0,NO,2,0,0,2,2,0
1755,2021.0,5.0,NYG,4,1,0,3,3,6
1756,2021.0,5.0,NYJ,4,2,0,5,4,0
1757,2021.0,5.0,PHI,1,0,0,5,1,0
1758,2021.0,5.0,PIT,4,0,0,7,2,2
1759,2021.0,5.0,SEA,1,2,0,12,5,1
1760,2021.0,5.0,SF,2,2,1,6,3,2
1761,2021.0,5.0,TB,3,3,0,3,6,1
1762,2021.0,5.0,TEN,6,5,0,15,6,2
1763,2021.0,5.0,WAS,3,4,0,6,4,3
1764,2021.0,6.0,ARI,3,5,0,4,3,5
1765,2021.0,6.0,BAL,2,3,0,3,6,1
1766,2021.0,6.0,BUF,0,0,0,5,5,0
1767,2021.0,6.0,CAR,3,2,0,2,3,2
1768,2021.0,6.0,CHI,2,10,0,11,3,4
1769,2021.0,6.0,CIN,1,3,0,5,1,2
1770,2021.0,6.0,CLE,2,10,0,2,4,11
1771,2021.0,6.0,DAL,1,6,0,1,2,5
1772,2021.0,6.0,DEN,1,3,0,6,4,2
1773,2021.0,6.0,DET,0,4,0,2,1,4
1774,2021.0,6.0,GB,1,2,1,6,3,3
